"NUMERO_RUC","RAZON_SOCIAL","NOMBRE_COMERCIAL","ESTADO_CONTRIBUYENTE","CLASE_CONTRIBUYENTE","FECHA_INICIO_ACTIVIDADES","FECHA_ACTUALIZACION","FECHA_SUSPENSION_DEFINITIVA","FECHA_REINICIO_ACTIVIDADES","OBLIGADO","TIPO_CONTRIBUYENTE","NUMERO_ESTABLECIMIENTO","NOMBRE_FANTASIA_COMERCIAL","CALLE","NUMERO","INTERSECCION","ESTADO_ESTABLECIMIENTO","DESCRIPCION_PROVINCIA","DESCRIPCION_CANTON","DESCRIPCION_PARROQUIA","CODIGO_CIIU","ACTIVIDAD_ECONOMICA","DIRECCION"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",46.0,"EMPRESA NACIONAL DE PRODUCTOS VITALES ENPROVIT LOJA","SECTOR TURUNUMA","S/N","","CER","AZUAY","CUENCA","YANUNCAY","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","SECTOR TURUNUMA S/N , CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",39.0,"INSTITUTO ECUATORIANO DE RECURSOS HIDRAULICOS INERHI CUENCA","VEGA MUNOZ","743","","CER","AZUAY","CUENCA","EL SAGRARIO","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","VEGA MUNOZ 743 , CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",35.0,"INSTITUTO NACIONAL AUTONOM.INVESTIGA.AGROPECU.ESTACI.EXPERI..","VIA GUALACEO","KM 28","","CER","AZUAY","GUALACEO","GUALACEO","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","VIA GUALACEO KM 28 , GUALACEO, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",32.0,"INSTITUTO ECUATORIANO DE RECURSOS HIDRAU LICOS INERHI LOJA","AV LAURO GUERRERO ENTRE MAXIMI","S/N","","CER","AZUAY","CUENCA","SAN SEBASTIAN","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","AV LAURO GUERRERO ENTRE MAXIMI S/N , CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",21.0,"ENPROVIT REGIONAL DE AUSTRO","MARISCAL LAMAR","259","MANUEL VEGA Y TOMAS ORDONEZ","CER","AZUAY","CUENCA","SAN BLAS","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","MARISCAL LAMAR 259 MANUEL VEGA Y TOMAS ORDONEZ, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",5.0,"CENTRO DE RECONVERSION ECONOMICA DE AZUAY, CANAR Y MORONA SA","AV MEXICO","S/N","AV DE LAS AMERICAS","CER","AZUAY","CUENCA","EL BATAN","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","AV MEXICO S/N AV DE LAS AMERICAS, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",166.0,"LABORATORIOS LOJA","AV TURUNUMA","201","CADIZ","CER","AZUAY","CHORDELEG","CHORDELEG","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","AV TURUNUMA 201 CADIZ, CHORDELEG, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",160.0,"CONSEJO NACIONAL DE RECURSOS HIDRICOS","LAURO GUERRERO","S/N","LOURDES","CER","AZUAY","CUENCA","SUCRE","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","LAURO GUERRERO S/N LOURDES, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",157.0,"CONSEJO NACIONAL DE RECURSOS HIDRICOS AGENCIA CUENCA","AV. MEXICO","S/N","UNIDAD NACIONAL","CER","AZUAY","CUENCA","EL BATAN","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","AV. MEXICO S/N UNIDAD NACIONAL, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",142.0,"DISTRITO FORESTAL DEL AZUAY- MINISTERIO DEL AMBIENTE","BOLIVAR","533","MARIANO CUEVA","CER","AZUAY","CUENCA","EL SAGRARIO","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","BOLIVAR 533 MARIANO CUEVA, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",139.0,"MINISTERIO DE AGRICULTURA Y GANADERIA.","VEGA MUNOZ","240","MANUEL VEGA","CER","AZUAY","CUENCA","EL VECINO","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","VEGA MUNOZ 240 MANUEL VEGA, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",138.0,"INSTITUTO NACIONAL DE DESARROLLO AGRARIO INDA","VEGA MUNOZ","7-45","BORRERO","CER","AZUAY","CUENCA","EL SAGRARIO","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","VEGA MUNOZ 7-45 BORRERO, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",100.0,"DIRECCION PROVINCIAL AGROPECUARIA LOJA","LAURO GUERRERO","S/N","MAX. RODRIGUEZ","CER","AZUAY","CUENCA","TOTORACOCHA","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","LAURO GUERRERO S/N MAX. RODRIGUEZ, CUENCA, AZUAY"
1760001470001,"MINISTERIO DE AGRICULTURA Y GANADERÍA","","ACTIVO","ESPECIAL","01/03/1989","18/09/2018","","","S","SOCIEDADES",97.0,"IERAC DE LOJA","SUCRE E IMBABURA","S/N","","CER","AZUAY","CUENCA","SAN SEBASTIAN","O841101","DESEMPEÑO DE LAS FUNCIONES EJECUTIVAS Y LEGISLATIVAS DE LOS ÓRGANOS Y ORGANISMOS CENTRALES, REGIONALES Y LOCALES.","SUCRE E IMBABURA S/N , CUENCA, AZUAY"
160031900001,"GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MARIANO MORENO","","ACTIVO","OTROS","10/08/2000","17/05/2019","","","S","SOCIEDADES",1.0,"","ROJAS","S/N","CATORCE DE FEBRERO","ABI","AZUAY","GUALACEO","MARIANO MORENO","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL.","ROJAS S/N CATORCE DE FEBRERO, GUALACEO, AZUAY"
160026310001,"GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL VICTORIA DEL PORTETE","","ACTIVO","OTROS","10/08/2000","05/06/2019","","","S","SOCIEDADES",1.0,"","CENTRO PARROQUIAL","S/N","","ABI","AZUAY","CUENCA","VICTORIA DEL PORTETE (IRQUIS)","O841107","OTRAS ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL.","CENTRO PARROQUIAL S/N , CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",33.0,"PUESTO DE SALUD GULLANZHAPA","VÌA GULLANZHAPA","S/N","","ABI","AZUAY","CUENCA","TARQUI","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","VÌA GULLANZHAPA S/N , CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",32.0,"UNIDAD MÓVIL GENERAL","AV. MÉXICO","S/N","AV. UNIDAD NACIONAL","ABI","AZUAY","CUENCA","EL BATAN","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","AV. MÉXICO S/N AV. UNIDAD NACIONAL, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",1.0,"","AV. MÉXICO","S/N","AV. UNIDAD NACIONAL","ABI","AZUAY","CUENCA","EL BATAN","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","AV. MÉXICO S/N AV. UNIDAD NACIONAL, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",7.0,"SUBCENTRO DE SALUD DE LA TOMEBAMBA","BUENOS AIRES","2-86","EL HERALDO 1","ABI","AZUAY","CUENCA","MONAY","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","BUENOS AIRES 2-86 EL HERALDO 1, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",6.0,"SUBCENTRO DE SALUD DEL VALLE","SIN NOMBRE","S-N","SIN NOMBRE","ABI","AZUAY","CUENCA","VALLE","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","SIN NOMBRE S-N SIN NOMBRE, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",5.0,"SUBCENTRO DE SALUD DE SANTA ANA","SIN NOMBRE","S-N","SIN NOMBRE","ABI","AZUAY","CUENCA","SANTA ANA","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","SIN NOMBRE S-N SIN NOMBRE, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",4.0,"SUBCENTRO DE SALUD DE TURI","SIN NOMBRE","S-N","SIN NOMBRE","ABI","AZUAY","CUENCA","TURI","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","SIN NOMBRE S-N SIN NOMBRE, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",3.0,"SUBCENTRO DE SALUD DE QUINGEO","","S/N","","ABI","AZUAY","CUENCA","QUINGEO","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES."," S/N , CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",2.0,"PROGRAMA MATERNIDAD SALUDABLE","AVENIDA  12 DE ABRIL","","AV SOLANO","CER","AZUAY","CUENCA","SUCRE","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","AVENIDA  12 DE ABRIL  AV SOLANO, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",30.0,"AMBULANCIA EMERGENCIA CARLOS ELIZALDE","VICENTE MELO","S/N","PASEO EL SALADO","ABI","AZUAY","CUENCA","YANUNCAY","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","VICENTE MELO S/N PASEO EL SALADO, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",29.0,"AMBULANCIA EMERGENCIA MOLLETURO","VIA PUEBLO NUEVO","S/N","VIA A GUAYAQUIL","ABI","AZUAY","CUENCA","MOLLETURO","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","VIA PUEBLO NUEVO S/N VIA A GUAYAQUIL, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",28.0,"CENTRO DE SALUD SAYAUSI","CAMINO CUENCA MOLLETURO","S/N","ORDOÑEZ LAZO","CER","AZUAY","CUENCA","SAYAUSI","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","CAMINO CUENCA MOLLETURO S/N ORDOÑEZ LAZO, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",31.0,"AMBULANCIA VOLARE SERVICIOS TRANSPORTE SECUNDARIO DE PACIENTES","VICENTE MELO","S/N","DEL SALADO","CER","AZUAY","CUENCA","YANUNCAY","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","VICENTE MELO S/N DEL SALADO, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",26.0,"CENTRO DE SALUD SAN PEDRO DEL CEBOLLAR","EMILIANO ABAD AGUILAR","","","ABI","AZUAY","CUENCA","SAN SEBASTIAN","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","EMILIANO ABAD AGUILAR  , CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",25.0,"CENTRO DE SALUD EL CEBOLLAR","ABELARDO J. ANDRADE","S/N","","ABI","AZUAY","CUENCA","SAN SEBASTIAN","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","ABELARDO J. ANDRADE S/N , CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",24.0,"CENTRO DE SALUD NICANOR MERCHAN","AV. 12 DE ABRIL","7-55","FEDERICO MALO","ABI","AZUAY","CUENCA","HUAYNACAPAC","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","AV. 12 DE ABRIL 7-55 FEDERICO MALO, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",27.0,"CENTRO DE SALUD VIRGEN DEL MILAGRO","DEL TEJAR","S/N","AGUSTIN SANCHEZ","ABI","AZUAY","CUENCA","SAYAUSI","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","DEL TEJAR S/N AGUSTIN SANCHEZ, CUENCA, AZUAY"
160007600001,"DIRECCIÓN DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIÁN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD","","ACTIVO","ESPECIAL","01/09/1995","10/12/2018","","","S","SOCIEDADES",23.0,"CENTRO DE SALUD VICTORIA DEL PORTETE","VIA ANTIGUA GIRON PASAJE","S/N","","ABI","AZUAY","CUENCA","VICTORIA DEL PORTETE (IRQUIS)","Q862001","CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES.","VIA ANTIGUA GIRON PASAJE S/N , CUENCA, AZUAY"
